LocalRadianceCount,GlobalRadianceCount,Position,TimeTaken 
0,0,10.8,-16.9,58.04,0.016000 
0,0,-11.5769,-17.1041,57.2445,0.016000 
0,0,-31.6744,-17.2062,56.0237,0.016000 
0,0,-49.4924,-17.2062,54.3777,0.017000 
0,0,-65.0309,-17.1041,52.3065,0.018000 
0,0,-78.29,-16.9,49.81,0.015000 
0,0,-98.7966,-16.1338,43.1428,0.017000 
0,0,-109.143,-14.9128,34.5802,0.018000 
0,0,-109.329,-13.2368,24.1222,0.017000 
0,0,-99.3546,-11.1058,11.7688,0.016000 
0,0,-79.22,-8.52,-2.48,0.017000 
0,0,-90.0082,-8.88343,-1.52369,0.016000 
0,0,-99.9443,-9.06514,-1.04553,0.017000 
0,0,-109.028,-9.06514,-1.04553,0.017000 
0,0,-117.26,-8.88343,-1.52369,0.016000 
0,0,-124.64,-8.52,-2.48,0.016000 
0,0,-137.422,-7.15592,-6.06941,0.015000 
0,0,-146.406,-4.98187,-11.7901,0.015000 
0,0,-151.592,-1.99787,-19.6421,0.017000 
0,0,-152.98,1.79608,-29.6254,0.015000 
0,0,-150.57,6.4,-41.74,0.015000 
0,0,-135.371,2.87249,-40.4346,0.015000 
0,0,-121.727,-0.294271,-39.5389,0.015000 
0,0,-109.637,-3.10027,-39.0529,0.015000 
0,0,-99.1013,-5.54551,-38.9766,0.017000 
0,0,-90.12,-7.63,-39.31,0.014000 
0,0,-76.2634,-10.846,-41.3596,0.018000 
0,0,-69.3351,-12.454,-45.2353,0.015000 
0,0,-69.3351,-12.454,-50.9373,0.015000 
0,0,-76.2634,-10.846,-58.4656,0.015000 
0,0,-90.12,-7.63,-67.82,0.015000 
0,0,-89.0263,-7.45149,-72.0886,0.014000 
0,0,-88.0444,-7.29123,-76.0839,0.015000 
0,0,-87.1744,-7.14923,-79.8059,0.014000 
0,0,-86.4163,-7.02549,-83.2546,0.014000 
0,0,-85.77,-6.92,-86.43,0.016000 
0,0,-84.7729,-6.75725,-92.2364,0.014000 
0,0,-84.2743,-6.67588,-96.8246,0.015000 
0,0,-84.2743,-6.67588,-100.195,0.014000 
0,0,-84.7729,-6.75725,-102.346,0.015000 
Total Time taken is :0.756000
Total amount of used points:0
